year,status,description
2014,Candidate,"unspecified vulnerability in the mysql server component in oracle mysql 5.1.72 and earlier, 5.5.34 and earlier, and 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors related to optimizer."
2014,Candidate,unspecified vulnerability in the peoplesoft enterprise peopletools component in oracle peoplesoft products 8.52 and 8.53 allows remote authenticated users to affect confidentiality via unknown vectors related to panel processor.
2014,Candidate,unspecified vulnerability in the peoplesoft enterprise peopletools component in oracle peoplesoft products 8.52 and 8.53 allows remote authenticated users to affect integrity via unknown vectors related to report distribution.
2014,Candidate,unspecified vulnerability in the peoplesoft enterprise peopletools component in oracle peoplesoft products 8.52 and 8.53 allows remote authenticated users to affect availability via vectors related to pia core technology.
2014,Candidate,unspecified vulnerability in the peoplesoft enterprise peopletools component in oracle peoplesoft products 8.52 and 8.53 allows remote attackers to affect availability via unknown vectors related to integration broker.
2014,Candidate,"unspecified vulnerability in oracle solaris 9, 10, and 11.1 allows local users to affect confidentiality, integrity, and availability via unknown vectors related to print filter utility."
2014,Candidate,unspecified vulnerability in the peoplesoft enterprise peopletools component in oracle peoplesoft products 8.52 allows remote attackers to affect integrity via unknown vectors related to security.
2014,Candidate,"unspecified vulnerability in the oracle autovue electro-mechanical professional component in oracle supply chain products suite 20.1.1 allows remote authenticated users to affect confidentiality via unknown vectors related to web general, a different vulnerability than cve-2013-5868 and cve-2013-5871."
2014,Candidate,"unspecified vulnerability in the peoplesoft enterprise peopletools component in oracle peoplesoft products 8.52 and 8.53 allows remote attackers to affect integrity via vectors related to pia core technology, a different vulnerability than cve-2014-0381."
2014,Candidate,"unspecified vulnerability in oracle java se 5.0u61, 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to libraries."
2014,Candidate,unspecified vulnerability in oracle solaris 10 and 11.1 allows local users to affect availability via unknown vectors related to kernel.
2014,Candidate,"unspecified vulnerability in oracle java se 7u51 and 8 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to deployment."
2014,Candidate,"unspecified vulnerability in oracle java se 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality via unknown vectors related to deployment."
2014,Candidate,unspecified vulnerability in the oracle webcenter portal component in oracle fusion middleware 11.1.1.7 and 11.1.1.8 allows remote attackers to affect confidentiality via unknown vectors related to people connection.
2014,Candidate,"unspecified vulnerability in oracle java se 5.0u61, 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via vectors related to awt, a different vulnerability than cve-2014-2412."
2014,Candidate,"unspecified vulnerability in oracle java se 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via vectors related to jax-ws, a different vulnerability than cve-2014-0458 and cve-2014-2423."
2014,Candidate,"unspecified vulnerability in oracle java se 5.0u61, 6u71, 7u51, and 8; jrockit r27.8.1 and r28.3.1; and java se embedded 7u51 allows remote attackers to affect confidentiality and integrity via unknown vectors related to security."
2014,Candidate,"unspecified vulnerability in oracle java se 7u51 and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to security."
2014,Candidate,"unspecified vulnerability in oracle java se 7u51 and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to libraries, a different vulnerability than cve-2014-0432 and cve-2014-2402."
2014,Candidate,"unspecified vulnerability in oracle java se 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to hotspot."
2014,Candidate,"unspecified vulnerability in oracle java se 5.0u61, se 6u71, 7u51, and 8; jrockit r27.8.1 and r28.3.1; and java se embedded 7u51 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to libraries."
2014,Candidate,"unspecified vulnerability in oracle java se 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via vectors related to jax-ws, a different vulnerability than cve-2014-0452 and cve-2014-2423."
2014,Candidate,"unspecified vulnerability in oracle java se 7u51 and 8, and java se embedded 7u51, allows remote attackers to affect availability via unknown vectors related to 2d."
2014,Candidate,"unspecified vulnerability in oracle java se 5.0u61, 6u71, 7u51, and 8; jrockit r27.8.1 and r28.3.1; and java se embedded 7u51 allows remote attackers to affect confidentiality and integrity via vectors related to jndi."
2014,Candidate,"unspecified vulnerability in oracle java se 6u71, 7u51, and 8, and java se embedded 7u51, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to libraries."
2014,Candidate,"unspecified vulnerability in openjdk 6 before 6b31 on debian gnu/linux and ubuntu 12.04 lts and 10.04 lts has unknown impact and attack vectors, a different vulnerability than cve-2014-2405."
2014,Candidate,"unspecified vulnerability in oracle java se 8 allows remote attackers to affect confidentiality via unknown vectors related to scripting, a different vulnerability than cve-2014-0464."
2014,Candidate,"unspecified vulnerability in oracle java se 8 allows remote attackers to affect confidentiality via unknown vectors related to scripting, a different vulnerability than cve-2014-0463."
2014,Candidate,unspecified vulnerability in the oracle opensso component in oracle fusion middleware 8.0 update 2 patch 5 allows remote authenticated users to affect integrity via unknown vectors related to admin console.
2014,Candidate,"the fixps script in a2ps 4.14 does not use the -dsafer option when executing gs, which allows context-dependent attackers to delete arbitrary files or execute arbitrary commands via a crafted postscript file."
2014,Candidate,"buffer overflow in copy.c in mutt before 1.5.23 allows remote attackers to cause a denial of service (crash) via a crafted rfc2047 header line, related to address expansion."
2014,Candidate,
2014,Candidate,"stack-based buffer overflow in a certain debian patch for xbuffy before 3.3.bl.3.dfsg-9 allows remote attackers to execute arbitrary code via the subject of an email, possibly related to indent subject lines."
2014,Candidate,"super.c in super 3.30.0 does not check the return value of the setuid function when the -f flag is set, which allows local users to gain privileges via unspecified vectors, aka an rlimit_nproc attack."
2014,Candidate,"directory traversal vulnerability in the unpacking functionality in dpkg before 1.15.9, 1.16.x before 1.16.13, and 1.17.x before 1.17.8 allows remote attackers to write arbitrary files via a crafted source package, related to ""c-style filename quoting."""
2014,Candidate,"the django.core.urlresolvers.reverse function in django before 1.4.11, 1.5.x before 1.5.6, 1.6.x before 1.6.3, and 1.7.x before 1.7 beta 2 allows remote attackers to import and execute arbitrary python modules by leveraging a view that constructs urls using user input and a ""dotted python path."""
2014,Candidate,"the caching framework in django before 1.4.11, 1.5.x before 1.5.6, 1.6.x before 1.6.3, and 1.7.x before 1.7 beta 2 reuses a cached csrf token for all anonymous users, which allows remote attackers to bypass csrf protections by reading the csrf cookie for anonymous users."
2014,Candidate,"the (1) filepathfield, (2) genericipaddressfield, and (3) ipaddressfield model field classes in django before 1.4.11, 1.5.x before 1.5.6, 1.6.x before 1.6.3, and 1.7.x before 1.7 beta 2 do not properly perform type conversion, which allows remote attackers to have unspecified impact and vectors, related to ""mysql typecasting."""
2014,Candidate,"multiple directory traversal vulnerabilities in gnu c library (aka glibc or libc6) before 2.20 allow context-dependent attackers to bypass forcecommand restrictions and possibly have other unspecified impact via a .. (dot dot) in a (1) lc_*, (2) lang, or other locale environment variable."
2014,Candidate,"the slapper function in chkrootkit before 0.50 does not properly quote file paths, which allows local users to execute arbitrary code via a trojan horse executable.  note: this is only a vulnerability when /tmp is not mounted with the noexec option."
2014,Candidate,"the parse function in email::address module before 1.905 for perl uses an inefficient regular expression, which allows remote attackers to cause a denial of service (cpu consumption) via an empty quoted string in an rfc 2822 address."
2014,Candidate,"apt before 1.0.4 does not properly validate source packages, which allows man-in-the-middle attackers to download and install trojan horse packages by removing the release signature."
2014,Candidate,reportbug before 6.4.4+deb7u1 and 6.5.x before 6.5.0+nmu1 allows remote attackers to execute arbitrary commands via vectors related to compare_versions and reportbug/checkversions.py.
2014,Candidate,"the core.urlresolvers.reverse function in django before 1.4.14, 1.5.x before 1.5.9, 1.6.x before 1.6.6, and 1.7 before release candidate 3 does not properly validate urls, which allows remote attackers to conduct phishing attacks via a // (slash slash) in a url, which triggers a scheme-relative url to be generated."
2014,Candidate,"the default configuration for the file upload handling system in django before 1.4.14, 1.5.x before 1.5.9, 1.6.x before 1.6.6, and 1.7 before release candidate 3 uses a sequential file name generation process when a file with a conflicting name is uploaded, which allows remote attackers to cause a denial of service (cpu consumption) by unloading a multiple files with the same name."
2014,Candidate,"the contrib.auth.middleware.remoteusermiddleware middleware in django before 1.4.14, 1.5.x before 1.5.9, 1.6.x before 1.6.6, and 1.7 before release candidate 3, when using the contrib.auth.backends.remoteuserbackend backend, allows remote authenticated users to hijack web sessions via vectors related to the remote_user header."
2014,Candidate,"the administrative interface (contrib.admin) in django before 1.4.14, 1.5.x before 1.5.9, 1.6.x before 1.6.6, and 1.7 before release candidate 3 does not check if a field represents a relationship between models, which allows remote authenticated users to obtain sensitive information via a to_field parameter in a popup action to an admin change form page, as demonstrated by a /admin/auth/user/?pop=1&t=password uri."
2014,Candidate,"the debian acpi-support package before 0.140-5+deb7u3 allows local users to gain privileges via vectors related to the ""user's environment."""
2014,Candidate,"s3ql 1.18.1 and earlier uses the pickle python module unsafely, which allows remote attackers to execute arbitrary code via a crafted serialized object in (1) common.py or (2) local.py in backends/."
2014,Candidate,
2014,Candidate,"apt before 1.0.9 does not verify downloaded files if they have been modified as indicated using the if-modified-since header, which has unspecified impact and attack vectors."
2014,Candidate,"apt before 1.0.9 does not ""invalidate repository data"" when moving from an unauthenticated to authenticated state, which allows remote attackers to have unspecified impact via crafted repository data."
2014,Candidate,"apt before 1.0.9, when the acquire::gzipindexes option is enabled, does not validate checksums, which allows remote attackers to execute arbitrary code via a crafted package."
2014,Candidate,"the apt-get download command in apt before 1.0.9 does not properly validate signatures for packages, which allows remote attackers to execute arbitrary code via a crafted package."
2014,Candidate,"adobe flash player before 11.7.700.260 and 11.8.x and 11.9.x before 12.0.0.38 on windows and mac os x and before 11.2.202.335 on linux, adobe air before 4.0.0.1390, adobe air sdk before 4.0.0.1390, and adobe air sdk & compiler before 4.0.0.1390 allow attackers to bypass unspecified protection mechanisms via unknown vectors."
2014,Candidate,"adobe flash player before 11.7.700.260 and 11.8.x and 11.9.x before 12.0.0.38 on windows and mac os x and before 11.2.202.335 on linux, adobe air before 4.0.0.1390, adobe air sdk before 4.0.0.1390, and adobe air sdk & compiler before 4.0.0.1390 allow attackers to defeat the aslr protection mechanism by leveraging an ""address leak."""
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.9 and 11.x before 11.0.06 on windows and mac os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0495."
2014,Candidate,adobe digital editions 2.0.1 allows attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via unspecified vectors.
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.9 and 11.x before 11.0.06 on windows and mac os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0493."
2014,Candidate,use-after-free vulnerability in adobe reader and acrobat 10.x before 10.1.9 and 11.x before 11.0.06 on windows and mac os x allows attackers to execute arbitrary code via unspecified vectors.
2014,Candidate,"integer underflow in adobe flash player before 11.7.700.261 and 11.8.x through 12.0.x before 12.0.0.44 on windows and mac os x, and before 11.2.202.336 on linux, allows remote attackers to execute arbitrary code via unspecified vectors."
2014,Candidate,"stack-based buffer overflow in adobe flash player before 11.7.700.269 and 11.8.x through 12.0.x before 12.0.0.70 on windows and mac os x and before 11.2.202.341 on linux, adobe air before 4.0.0.1628 on android, adobe air sdk before 4.0.0.1628, and adobe air sdk & compiler before 4.0.0.1628 allows attackers to execute arbitrary code via unspecified vectors."
2014,Candidate,"adobe flash player before 11.7.700.269 and 11.8.x through 12.0.x before 12.0.0.70 on windows and mac os x and before 11.2.202.341 on linux, adobe air before 4.0.0.1628 on android, adobe air sdk before 4.0.0.1628, and adobe air sdk & compiler before 4.0.0.1628 do not prevent access to address information, which makes it easier for attackers to bypass the aslr protection mechanism via unspecified vectors."
2014,Candidate,"adobe shockwave player before 12.0.9.149 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0501."
2014,Candidate,"adobe shockwave player before 12.0.9.149 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0500."
2014,Candidate,"double free vulnerability in adobe flash player before 11.7.700.269 and 11.8.x through 12.0.x before 12.0.0.70 on windows and mac os x and before 11.2.202.341 on linux, adobe air before 4.0.0.1628 on android, adobe air sdk before 4.0.0.1628, and adobe air sdk & compiler before 4.0.0.1628 allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild in february 2014."
2014,Candidate,"adobe flash player before 11.7.700.272 and 11.8.x through 12.0.x before 12.0.0.77 on windows and os x, and before 11.2.202.346 on linux, allows remote attackers to bypass the same origin policy via unspecified vectors."
2014,Candidate,"adobe flash player before 11.7.700.272 and 11.8.x through 12.0.x before 12.0.0.77 on windows and os x, and before 11.2.202.346 on linux, allows attackers to read the clipboard via unspecified vectors."
2014,Candidate,adobe shockwave player before 12.1.0.150 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors.
2014,Candidate,"use-after-free vulnerability in adobe flash player before 11.7.700.275 and 11.8.x through 13.0.x before 13.0.0.182 on windows and os x and before 11.2.202.350 on linux, adobe air before 13.0.0.83 on android, adobe air sdk before 13.0.0.83, and adobe air sdk & compiler before 13.0.0.83 allows remote attackers to execute arbitrary code, and possibly bypass an internet explorer sandbox protection mechanism, via unspecified vectors, as demonstrated by vupen during a pwn2own competition at cansecwest 2014."
2014,Candidate,"buffer overflow in adobe flash player before 11.7.700.275 and 11.8.x through 13.0.x before 13.0.0.182 on windows and os x and before 11.2.202.350 on linux, adobe air before 13.0.0.83 on android, adobe air sdk before 13.0.0.83, and adobe air sdk & compiler before 13.0.0.83 allows attackers to execute arbitrary code via unspecified vectors."
2014,Candidate,"adobe flash player before 11.7.700.275 and 11.8.x through 13.0.x before 13.0.0.182 on windows and os x and before 11.2.202.350 on linux, adobe air before 13.0.0.83 on android, adobe air sdk before 13.0.0.83, and adobe air sdk & compiler before 13.0.0.83 allow attackers to bypass intended access restrictions and obtain sensitive information via unspecified vectors."
2014,Candidate,"cross-site scripting (xss) vulnerability in adobe flash player before 11.7.700.275 and 11.8.x through 13.0.x before 13.0.0.182 on windows and os x and before 11.2.202.350 on linux, adobe air before 13.0.0.83 on android, adobe air sdk before 13.0.0.83, and adobe air sdk & compiler before 13.0.0.83 allows remote attackers to inject arbitrary web script or html via unspecified vectors."
2014,Candidate,"heap-based buffer overflow in adobe flash player 12.0.0.77 allows remote attackers to execute arbitrary code and bypass a sandbox protection mechanism via unspecified vectors, as demonstrated by zeguang zhao and liang chen during a pwn2own competition at cansecwest 2014."
2014,Candidate,"heap-based buffer overflow in adobe reader 11.0.06 allows remote attackers to execute arbitrary code via unspecified vectors, as demonstrated by vupen during a pwn2own competition at cansecwest 2014."
2014,Candidate,"adobe reader 11.0.06 allows attackers to bypass a pdf sandbox protection mechanism via unspecified vectors, as demonstrated by vupen during a pwn2own competition at cansecwest 2014."
2014,Candidate,stack-based buffer overflow in adobe illustrator cs6 before 16.0.5 and 16.2.x before 16.2.2 allows remote attackers to execute arbitrary code via unspecified vectors.
2014,Candidate,"the adobe reader mobile application before 11.2 for android does not properly restrict use of javascript, which allows remote attackers to execute arbitrary code via a crafted pdf document, a related issue to cve-2012-6636."
2014,Candidate,"buffer overflow in adobe flash player before 11.7.700.279 and 11.8.x through 13.0.x before 13.0.0.206 on windows and os x, and before 11.2.202.356 on linux, allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild in april 2014."
2014,Candidate,"adobe flash player before 13.0.0.214 on windows and os x and before 11.2.202.359 on linux, adobe air sdk before 13.0.0.111, and adobe air sdk & compiler before 13.0.0.111 allow remote attackers to bypass the same origin policy via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.214 on windows and os x and before 11.2.202.359 on linux, adobe air sdk before 13.0.0.111, and adobe air sdk & compiler before 13.0.0.111 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0518, cve-2014-0519, and cve-2014-0520."
2014,Candidate,"adobe flash player before 13.0.0.214 on windows and os x and before 11.2.202.359 on linux, adobe air sdk before 13.0.0.111, and adobe air sdk & compiler before 13.0.0.111 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0517, cve-2014-0519, and cve-2014-0520."
2014,Candidate,"adobe flash player before 13.0.0.214 on windows and os x and before 11.2.202.359 on linux, adobe air sdk before 13.0.0.111, and adobe air sdk & compiler before 13.0.0.111 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0517, cve-2014-0518, and cve-2014-0520."
2014,Candidate,"adobe flash player before 13.0.0.214 on windows and os x and before 11.2.202.359 on linux, adobe air sdk before 13.0.0.111, and adobe air sdk & compiler before 13.0.0.111 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0517, cve-2014-0518, and cve-2014-0519."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x do not properly implement javascript apis, which allows remote attackers to obtain sensitive information via a crafted pdf document."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0523, cve-2014-0524, and cve-2014-0526."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0522, cve-2014-0524, and cve-2014-0526."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0522, cve-2014-0523, and cve-2014-0526."
2014,Candidate,"the api in adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x does not prevent access to unmapped memory, which allows attackers to execute arbitrary code via unspecified api calls."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0522, cve-2014-0523, and cve-2014-0524."
2014,Candidate,use-after-free vulnerability in adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allows attackers to execute arbitrary code via unspecified vectors.
2014,Candidate,double free vulnerability in adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allows attackers to execute arbitrary code via unspecified vectors.
2014,Candidate,buffer overflow in adobe reader and acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on windows and os x allows attackers to execute arbitrary code via unspecified vectors.
2014,Candidate,
2014,Candidate,"cross-site scripting (xss) vulnerability in adobe flash player before 13.0.0.223 and 14.x before 14.0.0.125 on windows and os x and before 11.2.202.378 on linux, adobe air before 14.0.0.110, adobe air sdk before 14.0.0.110, and adobe air sdk & compiler before 14.0.0.110 allows remote attackers to inject arbitrary web script or html via unspecified vectors, a different vulnerability than cve-2014-0532 and cve-2014-0533."
2014,Candidate,"cross-site scripting (xss) vulnerability in adobe flash player before 13.0.0.223 and 14.x before 14.0.0.125 on windows and os x and before 11.2.202.378 on linux, adobe air before 14.0.0.110, adobe air sdk before 14.0.0.110, and adobe air sdk & compiler before 14.0.0.110 allows remote attackers to inject arbitrary web script or html via unspecified vectors, a different vulnerability than cve-2014-0531 and cve-2014-0533."
2014,Candidate,"cross-site scripting (xss) vulnerability in adobe flash player before 13.0.0.223 and 14.x before 14.0.0.125 on windows and os x and before 11.2.202.378 on linux, adobe air before 14.0.0.110, adobe air sdk before 14.0.0.110, and adobe air sdk & compiler before 14.0.0.110 allows remote attackers to inject arbitrary web script or html via unspecified vectors, a different vulnerability than cve-2014-0531 and cve-2014-0532."
2014,Candidate,"adobe flash player before 13.0.0.223 and 14.x before 14.0.0.125 on windows and os x and before 11.2.202.378 on linux, adobe air before 14.0.0.110, adobe air sdk before 14.0.0.110, and adobe air sdk & compiler before 14.0.0.110 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0535."
2014,Candidate,"adobe flash player before 13.0.0.223 and 14.x before 14.0.0.125 on windows and os x and before 11.2.202.378 on linux, adobe air before 14.0.0.110, adobe air sdk before 14.0.0.110, and adobe air sdk & compiler before 14.0.0.110 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0534."
2014,Candidate,"adobe flash player before 13.0.0.223 and 14.x before 14.0.0.125 on windows and os x and before 11.2.202.378 on linux, adobe air before 14.0.0.110, adobe air sdk before 14.0.0.110, and adobe air sdk & compiler before 14.0.0.110 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.231 and 14.x before 14.0.0.145 on windows and os x and before 11.2.202.394 on linux, adobe air before 14.0.0.137 on android, adobe air sdk before 14.0.0.137, and adobe air sdk & compiler before 14.0.0.137 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0539."
2014,Candidate,"use-after-free vulnerability in adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 allows attackers to execute arbitrary code via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.231 and 14.x before 14.0.0.145 on windows and os x and before 11.2.202.394 on linux, adobe air before 14.0.0.137 on android, adobe air sdk before 14.0.0.137, and adobe air sdk & compiler before 14.0.0.137 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2014-0537."
2014,Candidate,"adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 do not properly restrict discovery of memory addresses, which allows attackers to bypass the aslr protection mechanism via unspecified vectors, a different vulnerability than cve-2014-0542, cve-2014-0543, cve-2014-0544, and cve-2014-0545."
2014,Candidate,"adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 allow attackers to bypass intended access restrictions via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 do not properly restrict discovery of memory addresses, which allows attackers to bypass the aslr protection mechanism via unspecified vectors, a different vulnerability than cve-2014-0540, cve-2014-0543, cve-2014-0544, and cve-2014-0545."
2014,Candidate,"adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 do not properly restrict discovery of memory addresses, which allows attackers to bypass the aslr protection mechanism via unspecified vectors, a different vulnerability than cve-2014-0540, cve-2014-0542, cve-2014-0544, and cve-2014-0545."
2014,Candidate,"adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 do not properly restrict discovery of memory addresses, which allows attackers to bypass the aslr protection mechanism via unspecified vectors, a different vulnerability than cve-2014-0540, cve-2014-0542, cve-2014-0543, and cve-2014-0545."
2014,Candidate,"adobe flash player before 13.0.0.241 and 14.x before 14.0.0.176 on windows and os x and before 11.2.202.400 on linux, adobe air before 14.0.0.178 on windows and os x and before 14.0.0.179 on android, adobe air sdk before 14.0.0.178, and adobe air sdk & compiler before 14.0.0.178 do not properly restrict discovery of memory addresses, which allows attackers to bypass the aslr protection mechanism via unspecified vectors, a different vulnerability than cve-2014-0540, cve-2014-0542, cve-2014-0543, and cve-2014-0544."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.11 and 11.x before 11.0.08 on windows allow attackers to bypass a sandbox protection mechanism, and consequently execute native code in a privileged context, via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0549, cve-2014-0550, cve-2014-0551, cve-2014-0552, and cve-2014-0555."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow remote attackers to bypass the same origin policy via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0547, cve-2014-0550, cve-2014-0551, cve-2014-0552, and cve-2014-0555."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0547, cve-2014-0549, cve-2014-0551, cve-2014-0552, and cve-2014-0555."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0547, cve-2014-0549, cve-2014-0550, cve-2014-0552, and cve-2014-0555."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0547, cve-2014-0549, cve-2014-0550, cve-2014-0551, and cve-2014-0555."
2014,Candidate,"use-after-free vulnerability in adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allows attackers to execute arbitrary code via unspecified vectors."
